matchNo,Date,Time,Team1,Team2,Score1,Score2,Note
2726,04.12.2014,19:35,Al-Nassr,Al-Faisaly,0,0,
2727,04.12.2014,19:35,Al-Fateh,Al Ahli SC,0,1,
2728,05.12.2014,15:20,Al-Taawon,Al-Ittihad FC,4,3,
2729,05.12.2014,15:30,Al Orubah,Al-Shabab,0,0,
2730,05.12.2014,19:35,Al-Hilal,Al-Raed,3,1,
2731,09.12.2014,19:35,Al-Hilal,Al-Taawon,3,1,
2732,12.12.2014,14:55,Hajer,Al-Fateh,2,1,
2733,12.12.2014,15:00,Al-Faisaly,Al Khaleej,1,2,
2734,12.12.2014,19:40,Al-Taawon,Al Ahli SC,1,4,
2735,12.12.2014,19:40,Al-Ittihad FC,Al-Shabab,0,1,
2736,13.12.2014,15:05,Al-Raed,Al-Shoalah,1,0,
2737,13.12.2014,15:30,Najran,Al Orubah,2,0,
2738,13.12.2014,19:40,Al-Nassr,Al-Hilal,1,0,
2739,19.12.2014,15:15,Al-Shabab,Al-Nassr,0,3,
2740,19.12.2014,15:15,Al-Faisaly,Al-Shoalah,0,0,
2741,19.12.2014,17:30,Hajer,Al-Hilal,1,1,
2742,19.12.2014,20:15,Al Ahli SC,Al-Ittihad FC,1,1,
2743,20.12.2014,15:00,Al Khaleej,Al-Taawon,0,3,
2744,20.12.2014,15:30,Al Orubah,Al-Fateh,1,2,
2745,21.12.2014,17:55,Al-Raed,Najran,3,2,
2746,28.01.2015,20:15,Al-Faisaly,Al-Hilal,2,2,
2747,05.02.2015,16:00,Najran,Al-Nassr,0,4,
2748,05.02.2015,18:05,Hajer,Al Ahli SC,0,3,
2749,05.02.2015,20:30,Al Khaleej,Al-Shabab,1,0,
2750,06.02.2015,18:05,Al-Fateh,Al-Ittihad FC,2,2,
2751,06.02.2015,20:30,Al-Hilal,Al-Shoalah,2,1,
2752,07.02.2015,18:30,Al-Raed,Al-Faisaly,2,1,
2753,08.02.2015,18:30,Al-Taawon,Al Orubah,1,1,
2754,12.02.2015,18:30,Al-Taawon,Hajer,3,1,
2755,12.02.2015,18:30,Al-Faisaly,Al-Ittihad FC,0,3,
2756,12.02.2015,20:30,Al-Shabab,Al-Fateh,2,2,
2757,14.02.2015,16:05,Al-Shoalah,Al Khaleej,1,1,
2758,14.02.2015,20:30,Al-Nassr,Al-Raed,2,2,
2759,17.02.2015,16:05,Al Orubah,Al-Hilal,1,0,
2760,19.02.2015,16:05,Najran,Al-Taawon,0,1,
2761,19.02.2015,18:15,Hajer,Al-Shabab,4,4,
2762,20.02.2015,18:30,Al-Faisaly,Al-Fateh,4,2,
2763,20.02.2015,20:30,Al-Nassr,Al Khaleej,4,1,
2764,20.02.2015,20:30,Al-Ittihad FC,Al-Shoalah,3,2,
2765,21.02.2015,18:35,Al-Raed,Al Orubah,2,1,
2766,21.02.2015,20:40,Al Ahli SC,Al-Hilal,1,1,
2767,27.02.2015,16:10,Al Orubah,Al-Ittihad FC,0,1,
2768,28.02.2015,16:05,Najran,Al-Hilal,0,2,
2769,28.02.2015,16:05,Al-Shoalah,Al-Shabab,1,2,
2770,28.02.2015,18:20,Al-Fateh,Al-Nassr,1,1,
2771,28.02.2015,18:20,Al Khaleej,Al Ahli SC,1,1,
2772,28.02.2015,20:30,Al-Taawon,Al-Raed,3,1,
2773,01.03.2015,18:20,Hajer,Al-Faisaly,0,2,
2774,06.03.2015,18:45,Al-Raed,Hajer,2,1,
2775,06.03.2015,18:45,Al-Faisaly,Al Orubah,2,0,
2776,06.03.2015,20:30,Al-Ittihad FC,Najran,2,1,
2777,07.03.2015,18:25,Al-Fateh,Al-Taawon,2,0,
2778,07.03.2015,18:25,Al Khaleej,Al-Hilal,0,1,
2779,07.03.2015,20:30,Al-Nassr,Al-Shoalah,5,0,
2780,07.03.2015,20:40,Al-Shabab,Al Ahli SC,2,3,
2781,11.03.2015,20:30,Al Ahli SC,Najran,2,1,
2782,13.03.2015,16:15,Al Orubah,Al-Nassr,0,2,
2783,13.03.2015,18:50,Al-Taawon,Al-Faisaly,0,1,
2784,13.03.2015,20:30,Al-Hilal,Al-Fateh,3,0,
2785,14.03.2015,18:55,Najran,Al-Shabab,2,1,
2786,14.03.2015,20:30,Al Ahli SC,Al-Shoalah,3,0,
2787,15.03.2015,18:30,Hajer,Al Khaleej,1,1,
2788,15.03.2015,20:35,Al-Ittihad FC,Al-Raed,3,1,
2789,21.03.2015,16:15,Al Orubah,Hajer,2,3,
2790,21.03.2015,18:30,Al Khaleej,Al-Ittihad FC,0,1,
2791,21.03.2015,20:40,Al-Raed,Al-Fateh,2,3,
2792,22.03.2015,18:45,Al-Shoalah,Al-Taawon,4,3,
2793,22.03.2015,18:45,Al-Shabab,Al-Hilal,0,1,
2794,22.03.2015,18:45,Al-Faisaly,Najran,0,1,
2795,22.03.2015,20:55,Al-Nassr,Al Ahli SC,3,4,
2796,03.04.2015,18:50,Al-Shabab,Al-Faisaly,2,1,
2797,03.04.2015,20:45,Al Ahli SC,Al-Raed,1,0,
2798,04.04.2015,18:40,Al-Fateh,Al-Shoalah,0,0,
2799,04.04.2015,18:40,Al Khaleej,Al Orubah,2,0,
2800,04.04.2015,21:00,Al-Taawon,Al-Hilal,0,1,
2801,04.04.2015,21:10,Al-Ittihad FC,Al-Nassr,1,3,
2802,09.04.2015,20:30,Hajer,Al-Ittihad FC,0,1,
2803,10.04.2015,18:55,Al-Shoalah,Najran,2,1,
2804,11.04.2015,18:40,Al-Fateh,Al Khaleej,2,0,
2805,11.04.2015,18:55,Al-Nassr,Al-Taawon,2,1,
2806,11.04.2015,19:00,Al-Raed,Al-Shabab,3,1,
2807,11.04.2015,19:25,Al Orubah,Al Ahli SC,1,3,
2808,11.04.2015,21:00,Al-Hilal,Al-Faisaly,3,0,
2809,17.04.2015,19:00,Al-Nassr,Hajer,3,0,
2810,17.04.2015,19:05,Al-Taawon,Al-Shabab,1,1,
2811,17.04.2015,21:10,Al-Hilal,Al-Ittihad FC,3,0,
2812,18.04.2015,18:45,Al Khaleej,Al-Raed,3,0,
2813,18.04.2015,19:00,Najran,Al-Fateh,1,1,
2814,18.04.2015,19:25,Al Orubah,Al-Shoalah,2,0,
2815,18.04.2015,21:00,Al-Faisaly,Al Ahli SC,1,4,
2816,25.04.2015,18:50,Hajer,Al-Shoalah,2,1,
2817,25.04.2015,19:00,Najran,Al Khaleej,1,4,
2818,26.04.2015,19:00,Al-Shabab,Al Orubah,3,0,
2819,26.04.2015,21:00,Al-Raed,Al-Hilal,1,1,
2820,26.04.2015,21:00,Al-Faisaly,Al-Nassr,1,5,
2821,27.04.2015,21:00,Al-Ittihad FC,Al-Taawon,4,3,
2822,28.04.2015,20:40,Al Ahli SC,Al-Fateh,5,0,
2823,10.05.2015,19:00,Al Khaleej,Al-Faisaly,4,2,
2824,10.05.2015,21:00,Al-Shoalah,Al-Raed,2,2,
2825,10.05.2015,21:00,Al-Shabab,Al-Ittihad FC,3,4,
2826,10.05.2015,21:00,Al-Hilal,Al-Nassr,0,1,
2827,10.05.2015,21:00,Al-Fateh,Hajer,3,1,
2828,10.05.2015,21:00,Al Orubah,Najran,0,1,
2829,10.05.2015,21:00,Al Ahli SC,Al-Taawon,2,2,
2830,14.05.2015,19:15,Najran,Al-Raed,1,2,
2831,15.05.2015,19:00,Al-Shoalah,Al-Faisaly,2,1,
2832,15.05.2015,19:00,Al-Fateh,Al Orubah,1,0,
2833,15.05.2015,19:25,Al-Taawon,Al Khaleej,4,4,
2834,15.05.2015,21:00,Al-Nassr,Al-Shabab,0,0,
2835,15.05.2015,21:00,Al-Ittihad FC,Al Ahli SC,1,1,
2836,15.05.2015,21:00,Al-Hilal,Hajer,5,1,
2837,18.05.2015,19:15,Najran,Hajer,1,2,
2838,19.08. 2015,20:45,Al-Hilal,Al Wehda,2,0,
2839,20.08. 2015,18:55,Al Khaleej,Al-Fateh,0,2,
2840,20.08.2015,21:15,Najran,Al-Ittihad FC,1,2,
2841,21.08.2015,19:15,Al-Taawon,Al Ahli SC,0,0,
2842,21.08.2015,21:15,Al-Nassr,Hajer,0,0,
2843,22.08.2015,18:55,Qadisiya,Al-Faisaly,1,0,
2844,22.08.2015,21:00,Al-Shabab,Al-Raed,3,1,
2845,27.08.2015,18:45,Al Khaleej,Al Ahli SC,0,4,
2846,27.08.2015,21:00,Al-Raed,Al-Ittihad FC,0,2,
2847,28.08.2015,18:45,Hajer,Al-Shabab,1,2,
2848,28.08.2015,18:45,Al Qadisiya,Al-Nassr,2,2,
2849,28.08.2015,21:00,Al-Faisaly,Al-Taawon,1,2,
2850,29.08.2015,18:45,Al-Fateh,Al-Hilal,1,2,
2851,29.08.2015,21:00,Al Wehda,Najran,1,1,
2852,17.09.2015,20:15,Al-Shabab,Al Khaleej,0,0,
2853,18.09.2015,18:45,Al-Taawon,Al Qadisiya,5,1,
2854,18.09.2015,21:00,Al-Nassr,Najran,2,0,
2855,18.09.2015,21:00,Al Ahli SC,Al Wehda,2,0,
2856,19.09.2015,18:20,Al-Fateh,Hajer,1,1,
2857,19.09.2015,21:00,Al-Ittihad FC,Al-Faisaly,1,2,
2858,20.09.2015,18:35,Al-Hilal,Al-Raed,1,0,
2859,16.10.2015,17:50,Hajer,Al Khaleej,1,2,
2860,16.10.2015,18:15,Al-Raed,Al-Fateh,0,0,
2861,16.10.2015,20:00,Al Wehda,Al-Faisaly,2,2,
2862,17.10.2015,17:50,Al Qadisiya,Al-Ittihad FC,1,3,
2863,17.10.2015,20:30,Najran,Al-Shabab,0,1,
2864,18.10.2015,20:30,Al Ahli SC,Al-Nassr,4,2,
2865,25.10.2015,20:00,Al-Hilal,Al-Taawon,3,1,
2866,29.10.2015,17:40,Al Qadisiya,Al-Raed,1,1,
2867,29.10.2015,17:40,Al Khaleej,Al-Taawon,1,1,
2868,29.10.2015,18:00,Al-Faisaly,Hajer,3,1,
2869,29.10.2015,20:15,Al Wehda,Al-Nassr,0,2,
2870,30.10.2015,17:40,Al-Fateh,Al-Shabab,0,0,
2871,30.10.2015,20:15,Najran,Al Ahli SC,0,1,
2872,30.10.2015,20:30,Al-Ittihad FC,Al-Hilal,4,3,
2873,02.11.2015,17:40,Hajer,Al Wehda,1,2,
2874,02.11.2015,18:00,Al-Raed,Al Khaleej,0,2,
2875,02.11.2015,20:15,Al-Nassr,Al-Faisaly,0,0,
2876,03.11.2015,17:40,Al-Fateh,Al-Ittihad FC,1,1,
2877,03.11.2015,17:55,Al-Hilal,Al Qadisiya,1,0,
2878,03.11.2015,18:00,Al-Taawon,Najran,4,1,
2879,03.11.2015,20:30,Al-Shabab,Al Ahli SC,1,1,
2880,07.11.2015,17:35,Al Khaleej,Najran,3,1,
2881,20.11.2015,17:30,Al-Fateh,Al Wehda,2,0,
2882,20.11.2015,17:50,Al-Faisaly,Al-Raed,2,2,
2883,20.11.2015,20:10,Najran,Hajer,2,0,
2884,21.11.2015,17:30,Al Qadisiya,Al-Shabab,0,1,
2885,21.11.2015,17:45,Al-Hilal,Al Khaleej,7,0,
2886,21.11.2015,17:55,Al-Taawon,Al-Nassr,3,3,
2887,22.11.2015,20:10,Al-Ittihad FC,Al Ahli SC,0,3,
2888,25.11.2015,17:30,Hajer,Al-Taawon,1,4,
2889,25.11.2015,20:00,Al-Raed,Al Wehda,1,0,
2890,26.11.2015,17:45,Al-Nassr,Al-Fateh,3,1,
2891,26.11.2015,20:00,Al Ahli SC,Al-Faisaly,1,1,
2892,27.11.2015,17:30,Al Khaleej,Al-Ittihad FC,2,2,
2893,27.11.2015,20:00,Al-Shabab,Al-Hilal,0,1,
2894,28.11.2015,19:40,Najran,Al Qadisiya,1,1,
2895,03.12.2015,17:50,Al-Raed,Al-Nassr,0,0,
2896,03.12.2015,20:00,Al Wehda,Al Qadisiya,1,0,
2897,03.12.2015,20:00,Al Ahli SC,Hajer,1,0,
2898,04.12.2015,17:30,Al-Fateh,Al-Taawon,1,0,
2899,04.12.2015,17:45,Al-Faisaly,Al Khaleej,1,2,
2900,04.12.2015,20:00,Al-Ittihad FC,Al-Shabab,2,1,
2901,04.12.2015,20:00,Al-Hilal,Najran,2,0,
2902,09.12.2015,18:20,Najran,Al-Faisaly,0,1,
2903,09.12.2015,20:00,Al-Taawon,Al-Raed,2,0,
2904,10.12.2015,17:30,Al Khaleej,Al-Nassr,1,1,
2905,10.12.2015,20:00,Al-Ittihad FC,Hajer,5,0,
2906,10.12.2015,20:15,Al-Hilal,Al Ahli SC,1,2,
2907,11.12.2015,17:30,Al Qadisiya,Al-Fateh,2,1,
2908,11.12.2015,20:00,Al Wehda,Al-Shabab,2,1,
2909,14.12.2015,17:30,Hajer,Al-Hilal,1,5,
2910,14.12.2015,17:45,Al-Shabab,Al-Faisaly,0,1,
2911,14.12.2015,20:00,Al-Nassr,Al-Ittihad FC,3,0,
2912,14.12.2015,20:00,Al Ahli SC,Al-Raed,3,1,
2913,15.12.2015,17:30,Al Khaleej,Al Qadisiya,0,0,
2914,15.12.2015,17:55,Al-Taawon,Al Wehda,4,2,
2915,15.12.2015,20:00,Najran,Al-Fateh,1,3,
2916,19.12.2015,17:30,Al Qadisiya,Hajer,1,1,
2917,19.12.2015,17:50,Al-Faisaly,Al-Hilal,0,1,
2918,19.12.2015,20:15,Al-Shabab,Al-Nassr,1,0,
2919,20.12.2015,15:15,Al-Raed,Najran,2,3,
2920,20.12.2015,17:30,Al-Fateh,Al Ahli SC,0,2,
2921,20.12.2015,20:15,Al-Ittihad FC,Al-Taawon,4,1,
2922,20.12.2015,20:15,Al Wehda,Al Khaleej,0,0,
2923,24.12.2015,20:00,Al-Nassr,Al-Hilal,1,2,
2924,24.12.2015,20:00,Al Ahli SC,Al Qadisiya,2,0,
2925,25.12.2015,15:15,Al-Faisaly,Al-Fateh,1,2,
2926,25.12.2015,17:35,Hajer,Al-Raed,1,2,
2927,25.12.2015,20:00,Al-Shabab,Al-Taawon,0,1,
2928,25.12.2015,20:00,Al Wehda,Al-Ittihad FC,0,2,
2929,27.01.2016,18:00,Hajer,Al-Nassr,0,1,
2930,27.01.2016,20:30,Al Wehda,Al-Hilal,1,3,
2931,28.01.2016,15:45,Al-Raed,Al-Shabab,0,1,
2932,28.01.2016,18:15,Al-Faisaly,Al Qadisiya,1,0,
2933,28.01.2016,20:30,Al Ahli SC,Al-Taawon,2,2,
2934,29.01.2016,18:00,Al-Fateh,Al Khaleej,0,0,
2935,29.01.2016,20:30,Al-Ittihad FC,Najran,1,0,
2936,04.02.2016,18:20,Al-Nassr,Al Qadisiya,0,0,
2937,04.02.2016,20:30,Al-Ittihad FC,Al-Raed,6,2,
2938,05.02.2016,18:20,Al-Hilal,Al-Fateh,3,3,
2939,05.02.2016,20:30,Al Ahli SC,Al Khaleej,1,1,
2940,06.02.2016,15:55,Al-Taawon,Al-Faisaly,3,1,
2941,06.02.2016,18:20,Al-Shabab,Hajer,3,1,
2942,06.02.2016,18:50,Najran,Al Wehda,2,2,
2943,10.02.2016,18:10,Al Khaleej,Al-Shabab,1,2,
2944,10.02.2016,20:40,Al Wehda,Al Ahli SC,0,1,
2945,11.02.2016,18:10,Al Qadisiya,Al-Taawon,1,2,
2946,11.02.2016,18:35,Al-Raed,Al-Hilal,0,1,
2947,11.02.2016,20:40,Najran,Al-Nassr,4,3,
2948,12.02.2016,18:10,Hajer,Al-Fateh,1,0,
2949,13.02.2016,18:30,Al-Faisaly,Al-Ittihad FC,1,3,
2950,15.02.2016,18:40,Al-Taawon,Al-Hilal,1,0,
2951,15.02.2016,20:40,Al-Nassr,Al Ahli SC,1,1,
2952,18.02.2016,18:30,Al-Shabab,Najran,3,2,
2953,18.02.2016,20:40,Al-Ittihad FC,Al Qadisiya,1,1,
2954,20.02.2016,18:15,Al-Fateh,Al-Raed,1,0,
2955,20.02.2016,18:15,Al Khaleej,Hajer,0,1,
2956,20.02.2016,20:40,Al-Faisaly,Al Wehda,2,1,
2957,25.02.2016,18:30,Al-Shabab,Al-Fateh,1,0,
2958,25.02.2016,18:40,Al-Taawon,Al Khaleej,2,3,
2959,26.02.2016,18:20,Hajer,Al-Faisaly,0,1,
2960,26.02.2016,18:40,Al-Raed,Al Qadisiya,2,1,
2961,26.02.2016,20:40,Al-Nassr,Al Wehda,1,1,
2962,27.02.2016,20:20,Al Ahli SC,Najran,1,2,
2963,27.02.2016,20:45,Al-Hilal,Al-Ittihad FC,0,1,
2964,04.03.2016,18:25,Al Khaleej,Al-Raed,1,0,
2965,04.03.2016,20:45,Najran,Al-Taawon,1,1,
2966,04.03.2016,20:45,Al Wehda,Hajer,1,0,
2967,05.03.2016,18:45,Al-Faisaly,Al-Nassr,2,2,
2968,05.03.2016,20:45,Al-Ittihad FC,Al-Fateh,0,0,
2969,06.03.2016,18:25,Al Qadisiya,Al-Hilal,0,0,
2970,06.03.2016,20:45,Al Ahli SC,Al-Shabab,3,1,
2971,10.03.2016,20:30,Al-Hilal,Al-Nassr,2,0,
2972,11.03.2016,18:25,Al Qadisiya,Al Ahli SC,0,2,
2973,11.03.2016,19:10,Najran,Al Khaleej,2,3,
2974,11.03.2016,20:45,Al-Taawon,Al-Shabab,4,0,
2975,12.03.2016,18:25,Al-Fateh,Al-Faisaly,2,1,
2976,12.03.2016,18:50,Al-Raed,Hajer,2,1,
2977,12.03.2016,20:45,Al-Ittihad FC,Al Wehda,0,2,
2978,01.04.2016,19:00,Al-Raed,Al-Faisaly,5,0,
2979,01.04.2016,21:00,Al-Nassr,Al-Taawon,3,2,
2980,01.04.2016,21:00,Al Wehda,Al-Fateh,1,3,
2981,02.04.2016,18:35,Al Khaleej,Al-Hilal,0,3,
2982,02.04.2016,21:00,Al Ahli SC,Al-Ittihad FC,4,2,
2983,03.04.2016,18:35,Hajer,Najran,1,2,
2984,03.04.2016,21:00,Al-Shabab,Al Qadisiya,0,2,
2985,07.04.2016,21:00,Al Wehda,Al-Raed,3,1,
2986,08.04.2016,18:40,Al Qadisiya,Najran,4,2,
2987,08.04.2016,21:00,Al-Taawon,Hajer,4,0,
2988,09.04.2016,18:40,Al-Fateh,Al-Nassr,2,1,
2989,09.04.2016,18:55,Al-Faisaly,Al Ahli SC,1,2,
2990,09.04.2016,21:00,Al-Ittihad FC,Al Khaleej,4,1,
2991,09.04.2016,21:00,Al-Hilal,Al-Shabab,1,1,
2992,15.04.2016,18:55,Al-Nassr,Al-Raed,1,2,
2993,15.04.2016,21:10,Najran,Al-Hilal,2,3,
2994,16.04.2016,18:45,Hajer,Al Ahli SC,0,1,
2995,16.04.2016,18:45,Al Khaleej,Al-Faisaly,2,1,
2996,16.04.2016,21:10,Al-Shabab,Al-Ittihad FC,1,2,
2997,17.04.2016,18:45,Al Qadisiya,Al Wehda,1,1,
2998,17.04.2016,21:00,Al-Taawon,Al-Fateh,1,2,
2999,22.04.2016,18:55,Al-Shabab,Al Wehda,1,1,
3000,22.04.2016,19:00,Al-Faisaly,Najran,2,2,
3001,22.04.2016,21:10,Al-Raed,Al-Taawon,1,1,
3002,23.04.2016,19:00,Al-Nassr,Al Khaleej,1,1,
3003,24.04.2016,18:45,Hajer,Al-Ittihad FC,0,5,
3004,24.04.2016,21:15,Al Ahli SC,Al-Hilal,3,1,
3005,25.04.2016,18:45,Al-Fateh,Al Qadisiya,2,2,
3006,08.05.2016,21:00,Al-Raed,Al Ahli SC,2,5,
3007,08.05.2016,21:00,Al-Ittihad FC,Al-Nassr,0,5,
3008,08.05.2016,21:00,Al-Hilal,Hajer,4,1,
3009,08.05.2016,21:00,Al-Fateh,Najran,3,1,
3010,08.05.2016,21:00,Al-Faisaly,Al-Shabab,0,0,
3011,08.05.2016,21:00,Al Wehda,Al-Taawon,2,1,
3012,08.05.2016,21:00,Al Qadisiya,Al Khaleej,2,0,
3013,12.05.2016,19:10,Al-Hilal,Al-Faisaly,0,0,
3014,13.05.2016,21:00,Al-Taawon,Al-Ittihad FC,2,1,
3015,13.05.2016,21:00,Al-Nassr,Al-Shabab,1,2,
3016,13.05.2016,21:00,Al Ahli SC,Al-Fateh,3,2,
3017,14.05.2016,18:55,Al Khaleej,Al Wehda,1,4,
3018,14.05.2016,20:45,Najran,Al-Raed,3,3,
3019,14.05.2016,20:45,Hajer,Al Qadisiya,0,2,
3020,19.05.2016,20:45,Al Batin,Al-Raed,2,1,Relegation
3021,26.05.2016,20:45,Al-Raed,Al Batin,4,1,Relegation
3022,13.08.2016,20:45,Al-Hilal,Al Batin,2,0,
3023,14.08.2016,20:45,Al-Ettifaq,Al Ahli SC,1,4,
3024,18.08.2016,20:45,Al-Raed,Al Wehda,3,1,
3025,19.08.2016,18:50,Al Qadisiya,Al-Faisaly,1,1,
3026,19.08.2016,21:05,Al-Taawon,Al-Hilal,0,2,
3027,20.08.2016,19:10,Al Batin,Al-Shabab,1,0,
3028,20.08.2016,21:05,Al-Fateh,Al Ahli SC,0,1,
3029,20.08.2016,21:05,Al-Ettifaq,Al-Nassr,1,0,
3030,20.08.2016,21:05,Al Khaleej,Al-Ittihad FC,2,3,
3031,16.09.2016,18:25,Al Khaleej,Al Batin,2,2,
3032,16.09.2016,18:45,Al-Taawon,Al-Raed,2,1,
3033,16.09.2016,20:45,Al-Hilal,Al-Ettifaq,1,2,
3034,17.09.2016,18:40,Al-Faisaly,Al-Fateh,0,0,
3035,17.09.2016,20:45,Al-Nassr,Al Qadisiya,1,0,
3036,18.09.2016,20:45,Al-Shabab,Al Ahli SC,3,2,
3037,18.09.2016,20:45,Al Wehda,Al-Ittihad FC,3,5,
3038,21.09.2016,20:25,Al-Ettifaq,Al Batin,2,1,
3039,22.09.2016,18:40,Al-Raed,Al-Fateh,3,2,
3040,22.09.2016,20:25,Al-Nassr,Al Khaleej,0,1,
3041,22.09.2016,20:25,Al Qadisiya,Al-Hilal,1,2,
3042,23.09.2016,18:30,Al-Shabab,Al-Taawon,2,2,
3043,23.09.2016,18:35,Al-Faisaly,Al Wehda,2,1,
3044,23.09.2016,20:45,Al Ahli SC,Al-Ittihad FC,1,1,
3045,14.10.2016,17:55,Al-Fateh,Al-Ettifaq,0,0,
3046,14.10.2016,17:55,Al Khaleej,Al-Shabab,1,2,
3047,14.10.2016,18:10,Al Batin,Al-Raed,4,0,
3048,14.10.2016,20:15,Al-Ittihad FC,Al-Taawon,3,1,
3049,15.10.2016,20:00,Al-Hilal,Al-Faisaly,4,0,
3050,15.10.2016,20:00,Al Wehda,Al-Nassr,0,3,
3051,15.10.2016,20:00,Al Ahli SC,Al Qadisiya,2,0,
3052,20.10.2016,18:10,Al-Taawon,Al-Fateh,0,0,
3053,20.10.2016,20:00,Al Khaleej,Al-Hilal,1,6,
3054,20.10.2016,20:15,Al-Ittihad FC,Al-Shabab,0,1,
3055,21.10.2016,17:45,Al-Ettifaq,Al Wehda,1,3,
3056,21.10.2016,18:00,Al Batin,Al Qadisiya,1,1,
3057,21.10.2016,18:10,Al-Raed,Al-Faisaly,1,0,
3058,21.10.2016,20:15,Al-Nassr,Al Ahli SC,1,0,
3059,28.10.2016,17:40,Al Qadisiya,Al-Taawon,0,1,
3060,28.10.2016,18:00,Al-Raed,Al-Ettifaq,2,0,
3061,28.10.2016,20:00,Al-Hilal,Al-Ittihad FC,0,2,
3062,29.10.2016,18:10,Al-Shabab,Al-Fateh,2,0,
3063,29.10.2016,19:50,Al-Faisaly,Al-Nassr,1,2,
3064,29.10.2016,19:50,Al Wehda,Al Batin,5,1,
3065,29.10.2016,20:00,Al Ahli SC,Al Khaleej,4,1,
3066,03.11.2016,17:55,Al-Faisaly,Al-Shabab,0,1,
3067,03.11.2016,19:50,Al-Nassr,Al-Raed,3,1,
3068,03.11.2016,20:00,Al-Ittihad FC,Al Batin,2,0,
3069,04.11.2016,17:35,Al Qadisiya,Al Khaleej,0,0,
3070,04.11.2016,20:00,Al Ahli SC,Al Wehda,4,0,
3071,05.11.2016,17:35,Al-Ettifaq,Al-Taawon,3,0,
3072,05.11.2016,20:00,Al-Fateh,Al-Hilal,0,1,
3073,18.11.2016,17:35,Al-Fateh,Al Qadisiya,1,1,
3074,18.11.2016,19:45,Al-Taawon,Al-Faisaly,0,0,
3075,19.11.2016,17:35,Al Khaleej,Al-Ettifaq,1,2,
3076,19.11.2016,19:45,Al-Shabab,Al Wehda,0,0,
3077,20.11.2016,19:45,Al-Hilal,Al-Raed,2,1,
3078,20.11.2016,19:45,Al Batin,Al Ahli SC,0,1,
3079,20.11.2016,19:55,Al-Ittihad FC,Al-Nassr,0,1,
3080,24.11.2016,17:30,Al-Ettifaq,Al-Faisaly,3,1,
3081,24.11.2016,19:40,Al Wehda,Al Khaleej,1,2,
3082,25.11.2016,17:40,Al Batin,Al-Fateh,1,1,
3083,25.11.2016,17:50,Al-Taawon,Al-Nassr,2,1,
3084,25.11.2016,20:00,Al Ahli SC,Al-Hilal,1,2,
3085,26.11.2016,17:55,Al-Raed,Al-Shabab,2,2,
3086,26.11.2016,19:50,Al Qadisiya,Al-Ittihad FC,0,3,
3087,01.12.2016,19:40,Al-Nassr,Al Batin,4,0,
3088,01.12.2016,19:40,Al-Faisaly,Al Ahli SC,3,6,
3089,02.12.2016,17:25,Al Qadisiya,Al-Raed,3,0,
3090,02.12.2016,19:40,Al-Ittihad FC,Al-Ettifaq,4,1,
3091,02.12.2016,19:55,Al-Hilal,Al-Shabab,3,0,
3092,03.12.2016,14:45,Al-Fateh,Al Wehda,4,2,
3093,03.12.2016,17:30,Al Khaleej,Al-Taawon,0,1,
3094,08.12.2016,17:40,Al Batin,Al-Taawon,1,0,
3095,08.12.2016,19:55,Al-Hilal,Al Wehda,6,0,
3096,09.12.2016,17:30,Al-Ettifaq,Al Qadisiya,2,2,
3097,09.12.2016,19:55,Al-Shabab,Al-Nassr,1,1,
3098,09.12.2016,19:55,Al Ahli SC,Al-Raed,1,0,
3099,10.12.2016,14:55,Al-Fateh,Al Khaleej,2,4,
3100,10.12.2016,19:45,Al-Faisaly,Al-Ittihad FC,2,4,
3101,14.12.2016,19:45,Al Wehda,Al Qadisiya,2,5,
3102,15.12.2016,15:05,Al Batin,Al-Faisaly,0,0,
3103,15.12.2016,17:50,Al-Shabab,Al-Ettifaq,1,1,
3104,16.12.2016,17:55,Al-Raed,Al Khaleej,3,2,
3105,16.12.2016,20:00,Al-Nassr,Al-Hilal,1,1,
3106,17.12.2016,18:25,Al-Ittihad FC,Al-Fateh,3,2,
3107,17.12.2016,19:45,Al-Taawon,Al Ahli SC,2,3,
3108,21.12.2016,17:30,Al Qadisiya,Al-Shabab,1,1,
3109,21.12.2016,17:40,Al Batin,Al-Hilal,0,2,
3110,21.12.2016,19:45,Al-Fateh,Al-Nassr,1,2,
3111,22.12.2016,17:30,Al Khaleej,Al-Faisaly,1,1,
3112,22.12.2016,19:45,Al Ahli SC,Al-Ettifaq,4,1,
3113,23.12.2016,18:00,Al-Taawon,Al Wehda,3,1,
3114,23.12.2016,19:45,Al-Ittihad FC,Al-Raed,3,2,
3115,29.12.2016,18:00,Al-Faisaly,Al Qadisiya,3,2,
3116,30.12.2016,17:55,Al-Shabab,Al Batin,3,1,
3117,30.12.2016,19:50,Al Wehda,Al-Raed,2,1,
3118,31.12.2016,19:50,Al-Hilal,Al-Taawon,4,2,
3119,31.12.2016,19:50,Al Ahli SC,Al-Fateh,2,0,
3120,01.01.2017,19:50,Al-Nassr,Al-Ettifaq,2,0,
3121,03.01.2017,19:50,Al-Ittihad FC,Al Khaleej,1,1,
3122,26.01.2017,18:25,Al-Raed,Al-Taawon,3,2,
3123,26.01.2017,20:15,Al Qadisiya,Al-Nassr,3,2,
3124,27.01.2017,15:35,Al Batin,Al Khaleej,1,0,
3125,27.01.2017,18:05,Al-Fateh,Al-Faisaly,1,0,
